airfoil,Re,AoA,CL,CD,CM,L_over_D,analysis_confidence
A_single_point,50000.0,0.0,0.5286101244754934,0.037111826435747154,-0.13492408611386167,14.243710839473028,4.10137630060655e-05
A_single_point,50000.0,1.0,0.7048828707138866,0.023433711741560254,-0.17608397436188838,30.07986436326089,3.065967128881613e-05
A_single_point,50000.0,2.0,1.060087590809861,0.019550572370953576,-0.21074632185726222,54.222841699757126,2.9136678688809593e-05
A_single_point,50000.0,3.0,1.355261834419238,0.017382703046159687,-0.2087691622326667,77.96611555868765,7.49474702062365e-05
A_single_point,50000.0,4.0,1.3177622611454098,0.023457411536890092,-0.18999069446514644,56.17679764338203,7.434389395587451e-05
A_single_point,50000.0,5.0,1.157894437679249,0.04373432524292681,-0.18723741180524292,26.475644273636448,8.146594503557466e-05
A_single_point,50000.0,6.0,1.0141989475453776,0.07075063923098043,-0.17431888036039261,14.334837940252534,8.201759496877323e-05
A_single_point,50000.0,7.0,0.9430736205795545,0.10336688095595437,-0.16966138323572894,9.123556905827577,8.246219331288547e-05
A_single_point,50000.0,8.0,0.9246019795400616,0.13007357775461986,-0.17140552448342578,7.108299744659113,7.153490234068654e-05
A_single_point,62946.2705897083,0.0,0.7005557023476563,0.026677545002186207,-0.16740749479504588,26.26012634559313,9.034379923971861e-05
A_single_point,62946.2705897083,1.0,0.8145419322799343,0.020302967060041914,-0.19073406393884987,40.11935447026494,5.131994024859383e-05
A_single_point,62946.2705897083,2.0,0.9581020708857733,0.015326503565338413,-0.20628614742125656,62.512762079184505,3.348697064951649e-05
A_single_point,62946.2705897083,3.0,1.301120108203402,0.014512196932121493,-0.20112531620208887,89.65700467607942,4.4092765884130365e-05
A_single_point,62946.2705897083,4.0,1.326964871709058,0.0194589849368081,-0.183835578482281,68.19291324898488,5.2380682590868556e-05
A_single_point,62946.2705897083,5.0,1.219236079118406,0.032003647232820426,-0.1772618571445023,38.09678535226614,8.694475259730213e-05
A_single_point,62946.2705897083,6.0,1.0768330623579117,0.05059427581443634,-0.16408032343454976,21.283693560658755,0.00011667826771498796
A_single_point,62946.2705897083,7.0,1.0020010093292935,0.07684241075313389,-0.16216031531645622,13.039687322517123,0.00013725634231447406
A_single_point,62946.2705897083,8.0,0.9727980476529778,0.10283703350111896,-0.16501035566315952,9.4596082221916,0.0001343438347083011
A_single_point,79244.65962305569,0.0,0.7834330095162716,0.02429999104878098,-0.17962014945283125,32.240053419919796,0.0001702602775599817
A_single_point,79244.65962305569,1.0,0.8641346454613097,0.018709480724529534,-0.20508472955984874,46.186992476406054,9.579438624231873e-05
A_single_point,79244.65962305569,2.0,0.970826384625357,0.013379776231075065,-0.19974072228242937,72.5592392472584,3.4795671540608354e-05
A_single_point,79244.65962305569,3.0,1.1235262120500975,0.011278984817756778,-0.1925603132262215,99.61235254801505,3.943772982144708e-05
A_single_point,79244.65962305569,4.0,1.3147718694805228,0.015479147824974556,-0.18210799605062594,84.93825915656852,4.3476072854829423e-05
A_single_point,79244.65962305569,5.0,1.2590716699437519,0.023703073847896914,-0.1704316737391537,53.11849754269169,8.92706546752271e-05
A_single_point,79244.65962305569,6.0,1.1286359948100597,0.036544104976457624,-0.15627834533046342,30.88421499273679,0.00014694054857061333
A_single_point,79244.65962305569,7.0,1.0649826836230223,0.056645043412414824,-0.15632695284553888,18.80098627287152,0.0001919396340182287
A_single_point,79244.65962305569,8.0,1.037556661568655,0.078860704482431,-0.16009787293697053,13.156827197756105,0.00020984811199525622
A_single_point,99763.11574844393,0.0,0.8282968825691034,0.0246599020921097,-0.17746235123584606,33.588814727457056,0.00024615075816995503
A_single_point,99763.11574844393,1.0,0.891598550890148,0.016275553224468466,-0.2105652678167569,54.78145895217433,0.00014912885768231444
A_single_point,99763.11574844393,2.0,0.9837648151111522,0.010781873407842845,-0.19738451298284762,91.2424750225273,4.871722796701613e-05
A_single_point,99763.11574844393,3.0,1.0811302773449816,0.009824007700029723,-0.18609056015126163,110.04981982472495,3.997307048360122e-05
A_single_point,99763.11574844393,4.0,1.2847408931601014,0.011843051317416713,-0.1810649562387348,108.48056457128803,4.570797870505926e-05
A_single_point,99763.11574844393,5.0,1.2682169169261763,0.01770341329924944,-0.16633048358728433,71.63685869435947,9.366678321613312e-05
A_single_point,99763.11574844393,6.0,1.1648120288860424,0.027298613017190637,-0.15192284782114188,42.66927510758625,0.0001667793549700466
A_single_point,99763.11574844393,7.0,1.1230724051242837,0.04303933971016328,-0.15334320593785583,26.094090027572665,0.00023840415918948343
